ID,electricity_consumption
cluster_1_2022-02-19,396.10950000000025
cluster_2_2022-02-19,579.7873500000001
cluster_3_2022-02-19,765.1602399999999
cluster_4_2022-02-19,1075.1967899999997
cluster_1_2022-02-20,360.91888000000006
cluster_2_2022-02-20,564.8577100000003
cluster_3_2022-02-20,755.88656
cluster_4_2022-02-20,1089.7262900000003
cluster_1_2022-02-21,431.7072600000001
cluster_2_2022-02-21,648.4257200000002
cluster_3_2022-02-21,812.0404000000003
cluster_4_2022-02-21,1226.4950900000001
cluster_1_2022-02-22,413.26516
cluster_2_2022-02-22,607.6695299999999
cluster_3_2022-02-22,811.6131099999998
cluster_4_2022-02-22,1191.9770099999996
cluster_1_2022-02-23,437.3167499999999
cluster_2_2022-02-23,606.48849
cluster_3_2022-02-23,790.56458
cluster_4_2022-02-23,1186.2829399999994
cluster_1_2022-02-24,431.6847800000001
cluster_2_2022-02-24,612.4905299999996
cluster_3_2022-02-24,838.8133700000003
cluster_4_2022-02-24,1176.7444899999994
cluster_1_2022-02-25,442.15582999999975
cluster_2_2022-02-25,632.8007899999999
cluster_3_2022-02-25,886.8930899999997
cluster_4_2022-02-25,1270.2507199999993
cluster_1_2022-02-26,414.4725500000001
cluster_2_2022-02-26,592.0509099999997
cluster_3_2022-02-26,816.3037999999999
cluster_4_2022-02-26,1220.1585700000003
cluster_1_2022-02-27,378.2264499999999
cluster_2_2022-02-27,568.1198999999998
cluster_3_2022-02-27,748.8922500000002
cluster_4_2022-02-27,1212.2148100000009
cluster_1_2022-02-28,424.4114299999998
cluster_2_2022-02-28,604.5669399999998
cluster_3_2022-02-28,789.6800899999996
cluster_4_2022-02-28,1292.6148099999996
cluster_1_2022-03-01,432.12623999999994
cluster_2_2022-03-01,594.9479700000002
cluster_3_2022-03-01,843.00325
cluster_4_2022-03-01,1218.0575699999995
cluster_1_2022-03-02,410.99760000000003
cluster_2_2022-03-02,566.3768300000004
cluster_3_2022-03-02,873.1691899999998
cluster_4_2022-03-02,1229.1227099999992
cluster_1_2022-03-03,385.13413999999995
cluster_2_2022-03-03,562.51569
cluster_3_2022-03-03,894.71785
cluster_4_2022-03-03,1121.53737
cluster_1_2022-03-04,430.40297
cluster_2_2022-03-04,603.83941
cluster_3_2022-03-04,866.4195599999999
cluster_4_2022-03-04,1165.66177
cluster_1_2022-03-05,398.9884700000003
cluster_2_2022-03-05,568.2742700000001
cluster_3_2022-03-05,862.8134600000001
cluster_4_2022-03-05,1081.2394500000007
cluster_1_2022-03-06,383.8957
cluster_2_2022-03-06,560.5348399999999
cluster_3_2022-03-06,850.2743800000001
cluster_4_2022-03-06,1135.3962800000006
cluster_1_2022-03-07,444.4003099999999
cluster_2_2022-03-07,648.5019699999998
cluster_3_2022-03-07,912.6466699999999
cluster_4_2022-03-07,1296.5016500000006
cluster_1_2022-03-08,415.52760999999987
cluster_2_2022-03-08,603.8379700000004
cluster_3_2022-03-08,919.84229
cluster_4_2022-03-08,1225.9494399999996
cluster_1_2022-03-09,408.37788000000006
cluster_2_2022-03-09,563.2030800000001
cluster_3_2022-03-09,830.3028799999998
cluster_4_2022-03-09,1188.1042599999994
cluster_1_2022-03-10,380.6947000000002
cluster_2_2022-03-10,559.1120000000001
cluster_3_2022-03-10,849.5695299999998
cluster_4_2022-03-10,1136.21455
cluster_1_2022-03-11,381.86716000000007
cluster_2_2022-03-11,574.6045900000003
cluster_3_2022-03-11,849.8135799999998
cluster_4_2022-03-11,1133.3468
cluster_1_2022-03-12,342.6050199999998
cluster_2_2022-03-12,511.36130999999995
cluster_3_2022-03-12,731.2975800000002
cluster_4_2022-03-12,1010.0525299999998
cluster_1_2022-03-13,338.2171799999998
cluster_2_2022-03-13,519.84954
cluster_3_2022-03-13,737.5106400000001
cluster_4_2022-03-13,991.1798000000002
cluster_1_2022-03-14,372.75705999999997
cluster_2_2022-03-14,579.6946500000001
cluster_3_2022-03-14,777.3418699999997
cluster_4_2022-03-14,1137.4887299999994
cluster_1_2022-03-15,367.3225400000002
cluster_2_2022-03-15,542.8403599999996
cluster_3_2022-03-15,698.5451300000002
cluster_4_2022-03-15,1060.6983900000002
cluster_1_2022-03-16,354.29890000000006
cluster_2_2022-03-16,525.8045299999998
cluster_3_2022-03-16,693.33906
cluster_4_2022-03-16,989.7188000000007
cluster_1_2022-03-17,379.1637400000002
cluster_2_2022-03-17,547.6043399999995
cluster_3_2022-03-17,763.1644099999997
cluster_4_2022-03-17,1111.53071
cluster_1_2022-03-18,367.50041000000004
cluster_2_2022-03-18,563.9356700000005
cluster_3_2022-03-18,742.0865699999998
cluster_4_2022-03-18,1137.67255
cluster_1_2022-03-19,317.1746899999999
cluster_2_2022-03-19,482.50949999999983
cluster_3_2022-03-19,648.8414999999991
cluster_4_2022-03-19,948.4783400000006
cluster_1_2022-03-20,342.5451899999999
cluster_2_2022-03-20,504.33867
cluster_3_2022-03-20,671.8090500000003
cluster_4_2022-03-20,998.07509
cluster_1_2022-03-21,345.0783900000001
cluster_2_2022-03-21,532.46045
cluster_3_2022-03-21,705.48581
cluster_4_2022-03-21,1068.1735300000005
cluster_1_2022-03-22,334.55413999999996
cluster_2_2022-03-22,494.8084499999996
cluster_3_2022-03-22,750.5928200000002
cluster_4_2022-03-22,1101.4183699999996
cluster_1_2022-03-23,349.11475000000013
cluster_2_2022-03-23,515.6529199999997
cluster_3_2022-03-23,751.4868200000002
cluster_4_2022-03-23,1098.33168
cluster_1_2022-03-24,351.6643400000002
cluster_2_2022-03-24,511.7319199999997
cluster_3_2022-03-24,745.2636099999996
cluster_4_2022-03-24,1054.4000000000003
cluster_1_2022-03-25,350.2075400000002
cluster_2_2022-03-25,500.45449999999965
cluster_3_2022-03-25,732.13129
cluster_4_2022-03-25,985.5572200000004
cluster_1_2022-03-26,311.4110199999999
cluster_2_2022-03-26,463.0823299999996
cluster_3_2022-03-26,623.9406599999992
cluster_4_2022-03-26,910.6219700000005
cluster_1_2022-03-27,305.4811399999997
cluster_2_2022-03-27,455.88085999999964
cluster_3_2022-03-27,619.1353799999998
cluster_4_2022-03-27,896.7835800000004
cluster_1_2022-03-28,331.51370000000037
cluster_2_2022-03-28,474.8921299999999
cluster_3_2022-03-28,693.7624
cluster_4_2022-03-28,954.2025000000004
cluster_1_2022-03-29,325.7967500000001
cluster_2_2022-03-29,482.06363000000033
cluster_3_2022-03-29,693.7815400000003
cluster_4_2022-03-29,955.43921
cluster_1_2022-03-30,354.11263999999983
cluster_2_2022-03-30,549.3389700000001
cluster_3_2022-03-30,727.4109699999998
cluster_4_2022-03-30,1059.50865
cluster_1_2022-03-31,386.96111999999994
cluster_2_2022-03-31,597.7728300000005
cluster_3_2022-03-31,725.28633
cluster_4_2022-03-31,1156.9534199999994
cluster_1_2022-04-01,421.1544600000001
cluster_2_2022-04-01,639.9704
cluster_3_2022-04-01,802.7877299999997
cluster_4_2022-04-01,1239.8046300000005
cluster_1_2022-04-02,363.5533599999998
cluster_2_2022-04-02,581.5596800000002
cluster_3_2022-04-02,806.48697
cluster_4_2022-04-02,1252.3174800000006
cluster_1_2022-04-03,371.00610999999975
cluster_2_2022-04-03,664.2807900000003
cluster_3_2022-04-03,809.6349000000002
cluster_4_2022-04-03,1146.3396400000006
cluster_1_2022-04-04,363.77848999999975
cluster_2_2022-04-04,599.5889099999999
cluster_3_2022-04-04,762.997779999999
cluster_4_2022-04-04,1138.2901300000015
cluster_1_2022-04-05,365.41174000000007
cluster_2_2022-04-05,572.7694399999999
cluster_3_2022-04-05,757.0041799999999
cluster_4_2022-04-05,1115.1147499999995
cluster_1_2022-04-06,357.98967000000005
cluster_2_2022-04-06,546.04764
cluster_3_2022-04-06,727.4494600000002
cluster_4_2022-04-06,1035.9057999999998
cluster_1_2022-04-07,357.43648000000013
cluster_2_2022-04-07,469.62149
cluster_3_2022-04-07,717.82989
cluster_4_2022-04-07,1031.4288099999999
cluster_1_2022-04-08,387.68257
cluster_2_2022-04-08,504.11648999999966
cluster_3_2022-04-08,709.5993000000002
cluster_4_2022-04-08,1037.8928700000004
cluster_1_2022-04-09,316.24399999999974
cluster_2_2022-04-09,487.24905999999976
cluster_3_2022-04-09,668.3790400000001
cluster_4_2022-04-09,1015.98167
cluster_1_2022-04-10,311.47843999999986
cluster_2_2022-04-10,469.8156599999994
cluster_3_2022-04-10,642.0450199999998
cluster_4_2022-04-10,988.4925200000009
cluster_1_2022-04-11,324.18887000000007
cluster_2_2022-04-11,467.19781999999964
cluster_3_2022-04-11,684.6568600000002
cluster_4_2022-04-11,1023.62642
cluster_1_2022-04-12,299.74403
cluster_2_2022-04-12,450.50376000000006
cluster_3_2022-04-12,669.9554699999999
cluster_4_2022-04-12,796.5949899999995
cluster_1_2022-04-13,311.85475
cluster_2_2022-04-13,484.23587999999995
cluster_3_2022-04-13,622.79627
cluster_4_2022-04-13,808.0542399999997
cluster_1_2022-04-14,317.92764999999986
cluster_2_2022-04-14,435.0553900000001
cluster_3_2022-04-14,621.6460600000001
cluster_4_2022-04-14,808.0940699999996
cluster_1_2022-04-15,298.7421800000001
cluster_2_2022-04-15,426.31996999999996
cluster_3_2022-04-15,612.2607400000003
cluster_4_2022-04-15,797.9456799999998
cluster_1_2022-04-16,265.98973
cluster_2_2022-04-16,406.7876199999997
cluster_3_2022-04-16,558.2052399999999
cluster_4_2022-04-16,816.2768399999997
cluster_1_2022-04-17,257.73029
cluster_2_2022-04-17,385.9333199999998
cluster_3_2022-04-17,596.1054899999995
cluster_4_2022-04-17,803.4385599999998
cluster_1_2022-04-18,314.59816
cluster_2_2022-04-18,464.81711999999976
cluster_3_2022-04-18,703.1974899999998
cluster_4_2022-04-18,939.5929799999997
cluster_1_2022-04-19,326.34394999999995
cluster_2_2022-04-19,465.1208299999999
cluster_3_2022-04-19,682.5207999999998
cluster_4_2022-04-19,912.6581499999996
cluster_1_2022-04-20,314.31486
cluster_2_2022-04-20,457.76284
cluster_3_2022-04-20,674.8471299999998
cluster_4_2022-04-20,913.6862499999993
cluster_1_2022-04-21,313.8781499999999
cluster_2_2022-04-21,463.97399999999965
cluster_3_2022-04-21,670.1524799999996
cluster_4_2022-04-21,934.1162599999993
cluster_1_2022-04-22,320.67748000000006
cluster_2_2022-04-22,437.73879999999986
cluster_3_2022-04-22,660.0341399999999
cluster_4_2022-04-22,891.4001899999994
cluster_1_2022-04-23,261.12721000000005
cluster_2_2022-04-23,404.03164999999984
cluster_3_2022-04-23,625.7621099999998
cluster_4_2022-04-23,848.5243700000002
cluster_1_2022-04-24,275.33331999999984
cluster_2_2022-04-24,397.12597999999986
cluster_3_2022-04-24,606.4297499999998
cluster_4_2022-04-24,845.9106800000004
cluster_1_2022-04-25,309.88142999999997
cluster_2_2022-04-25,453.3524899999999
cluster_3_2022-04-25,641.924
cluster_4_2022-04-25,906.3658500000005
cluster_1_2022-04-26,324.0307800000001
cluster_2_2022-04-26,435.10492999999997
cluster_3_2022-04-26,631.2062400000001
cluster_4_2022-04-26,959.2543600000004
cluster_1_2022-04-27,323.7505499999998
cluster_2_2022-04-27,459.84867999999983
cluster_3_2022-04-27,650.6684499999999
cluster_4_2022-04-27,936.9978799999996
cluster_1_2022-04-28,306.30306
cluster_2_2022-04-28,456.5812599999998
cluster_3_2022-04-28,655.8588499999996
cluster_4_2022-04-28,798.58579
cluster_1_2022-04-29,309.40066999999993
cluster_2_2022-04-29,439.8450899999999
cluster_3_2022-04-29,641.2301799999999
cluster_4_2022-04-29,831.8040900000003
cluster_1_2022-04-30,276.51553
cluster_2_2022-04-30,405.96089999999975
cluster_3_2022-04-30,552.4412799999999
cluster_4_2022-04-30,808.2101699999998
cluster_1_2022-05-01,262.04605
cluster_2_2022-05-01,375.4204399999999
cluster_3_2022-05-01,586.6049299999994
cluster_4_2022-05-01,811.7735199999998
cluster_1_2022-05-02,306.43480999999997
cluster_2_2022-05-02,450.71988999999996
cluster_3_2022-05-02,644.4103200000001
cluster_4_2022-05-02,892.7860500000003
cluster_1_2022-05-03,297.54804
cluster_2_2022-05-03,446.5082299999999
cluster_3_2022-05-03,628.8018899999998
cluster_4_2022-05-03,796.4072600000003
cluster_1_2022-05-04,293.00412
cluster_2_2022-05-04,466.4631299999999
cluster_3_2022-05-04,631.5205399999999
cluster_4_2022-05-04,788.3945199999999
cluster_1_2022-05-05,304.50630000000007
cluster_2_2022-05-05,453.6088099999998
cluster_3_2022-05-05,624.5936199999996
cluster_4_2022-05-05,893.90977
cluster_1_2022-05-06,277.68289999999985
cluster_2_2022-05-06,422.56643999999994
cluster_3_2022-05-06,612.65278
cluster_4_2022-05-06,788.17378
cluster_1_2022-05-07,245.6457500000001
cluster_2_2022-05-07,364.5888699999999
cluster_3_2022-05-07,557.8714299999999
cluster_4_2022-05-07,757.95387
cluster_1_2022-05-08,231.851
cluster_2_2022-05-08,343.40759999999995
cluster_3_2022-05-08,513.5020700000003
cluster_4_2022-05-08,723.2819100000002
cluster_1_2022-05-09,267.91026
cluster_2_2022-05-09,403.5044900000001
cluster_3_2022-05-09,596.0889800000002
cluster_4_2022-05-09,771.4691499999998
cluster_1_2022-05-10,280.1344999999999
cluster_2_2022-05-10,406.04741
cluster_3_2022-05-10,606.9303500000002
cluster_4_2022-05-10,785.4762099999998
cluster_1_2022-05-11,282.43524999999994
cluster_2_2022-05-11,406.5618200000003
cluster_3_2022-05-11,611.81593
cluster_4_2022-05-11,835.4354499999998
cluster_1_2022-05-12,286.28478000000007
cluster_2_2022-05-12,418.3263799999999
cluster_3_2022-05-12,608.24931
cluster_4_2022-05-12,824.4144399999999
cluster_1_2022-05-13,277.7584599999998
cluster_2_2022-05-13,414.26237999999984
cluster_3_2022-05-13,608.2902600000001
cluster_4_2022-05-13,837.4422699999997
cluster_1_2022-05-14,256.31652000000014
cluster_2_2022-05-14,375.0407299999998
cluster_3_2022-05-14,541.2388200000006
cluster_4_2022-05-14,737.3571599999999
cluster_1_2022-05-15,230.89624
cluster_2_2022-05-15,359.65846
cluster_3_2022-05-15,502.22304999999966
cluster_4_2022-05-15,726.0573400000007
cluster_1_2022-05-16,278.35102
cluster_2_2022-05-16,423.28150999999997
cluster_3_2022-05-16,598.4225300000003
cluster_4_2022-05-16,824.5978399999999
cluster_1_2022-05-17,264.17319999999995
cluster_2_2022-05-17,431.52368
cluster_3_2022-05-17,606.1521100000002
cluster_4_2022-05-17,830.1786199999997
cluster_1_2022-05-18,264.6512699999999
cluster_2_2022-05-18,435.9306700000001
cluster_3_2022-05-18,612.11249
cluster_4_2022-05-18,837.9352200000003
cluster_1_2022-05-19,262.24198999999993
cluster_2_2022-05-19,426.46064000000007
cluster_3_2022-05-19,613.84543
cluster_4_2022-05-19,842.4655800000004
cluster_1_2022-05-20,268.2135399999999
cluster_2_2022-05-20,410.0920200000001
cluster_3_2022-05-20,611.9332299999999
cluster_4_2022-05-20,841.4532700000003
cluster_1_2022-05-21,250.9500700000002
cluster_2_2022-05-21,391.5638300000002
cluster_3_2022-05-21,548.9099500000004
cluster_4_2022-05-21,751.4675799999998
cluster_1_2022-05-22,232.47296000000003
cluster_2_2022-05-22,360.61111
cluster_3_2022-05-22,522.17336
cluster_4_2022-05-22,736.1875800000001
cluster_1_2022-05-23,283.7864099999999
cluster_2_2022-05-23,415.50383000000016
cluster_3_2022-05-23,598.3771200000003
cluster_4_2022-05-23,830.8450799999997
cluster_1_2022-05-24,305.941
cluster_2_2022-05-24,439.20538999999985
cluster_3_2022-05-24,606.1462400000001
cluster_4_2022-05-24,866.4502899999995
cluster_1_2022-05-25,305.22562999999997
cluster_2_2022-05-25,436.6829000000001
cluster_3_2022-05-25,612.9138599999999
cluster_4_2022-05-25,857.2722299999992
cluster_1_2022-05-26,282.5854999999999
cluster_2_2022-05-26,423.38142999999997
cluster_3_2022-05-26,608.3294400000002
cluster_4_2022-05-26,836.0645599999996
cluster_1_2022-05-27,273.53151999999983
cluster_2_2022-05-27,419.52092000000005
cluster_3_2022-05-27,607.4535600000003
cluster_4_2022-05-27,833.2701999999995
cluster_1_2022-05-28,254.77556999999993
cluster_2_2022-05-28,370.2345399999999
cluster_3_2022-05-28,540.4334500000004
cluster_4_2022-05-28,785.4098900000006
cluster_1_2022-05-29,267.10533000000004
cluster_2_2022-05-29,356.7091600000003
cluster_3_2022-05-29,502.4039899999996
cluster_4_2022-05-29,760.4544999999998
cluster_1_2022-05-30,302.38333
cluster_2_2022-05-30,411.0350600000001
cluster_3_2022-05-30,609.1994800000003
cluster_4_2022-05-30,895.2968299999993
cluster_1_2022-05-31,299.20749
cluster_2_2022-05-31,416.26501999999994
cluster_3_2022-05-31,605.76859
cluster_4_2022-05-31,845.1659999999996
cluster_1_2022-06-01,300.2046600000001
cluster_2_2022-06-01,421.2799399999998
cluster_3_2022-06-01,590.7127399999995
cluster_4_2022-06-01,846.7402799999996
cluster_1_2022-06-02,290.97659
cluster_2_2022-06-02,420.73073999999986
cluster_3_2022-06-02,588.23655
cluster_4_2022-06-02,859.9657799999997
cluster_1_2022-06-03,288.22854000000024
cluster_2_2022-06-03,432.03059999999977
cluster_3_2022-06-03,615.5938000000002
cluster_4_2022-06-03,854.8965699999999
cluster_1_2022-06-04,249.79029000000006
cluster_2_2022-06-04,383.8240700000001
cluster_3_2022-06-04,559.04322
cluster_4_2022-06-04,772.9231599999994
cluster_1_2022-06-05,229.28204999999997
cluster_2_2022-06-05,349.90173000000004
cluster_3_2022-06-05,523.1178799999997
cluster_4_2022-06-05,721.9608400000002
cluster_1_2022-06-06,270.06271000000004
cluster_2_2022-06-06,417.04921
cluster_3_2022-06-06,594.6242899999999
cluster_4_2022-06-06,844.83217
cluster_1_2022-06-07,288.8080000000001
cluster_2_2022-06-07,418.93276999999995
cluster_3_2022-06-07,601.63627
cluster_4_2022-06-07,850.9689999999995
cluster_1_2022-06-08,278.74840999999986
cluster_2_2022-06-08,421.40513
cluster_3_2022-06-08,598.2072799999999
cluster_4_2022-06-08,854.4799699999993
cluster_1_2022-06-09,289.47074
cluster_2_2022-06-09,419.87001999999995
cluster_3_2022-06-09,596.2550799999997
cluster_4_2022-06-09,859.7830699999994
cluster_1_2022-06-10,288.1355099999999
cluster_2_2022-06-10,424.2193199999997
cluster_3_2022-06-10,588.9810800000002
cluster_4_2022-06-10,859.2656199999998
cluster_1_2022-06-11,247.76178000000004
cluster_2_2022-06-11,391.0578300000003
cluster_3_2022-06-11,558.1424200000002
cluster_4_2022-06-11,772.0736399999994
cluster_1_2022-06-12,228.85751000000008
cluster_2_2022-06-12,363.7493799999998
cluster_3_2022-06-12,528.0640099999997
cluster_4_2022-06-12,739.7207500000005
cluster_1_2022-06-13,272.66368999999986
cluster_2_2022-06-13,430.58689999999973
cluster_3_2022-06-13,608.0379800000005
cluster_4_2022-06-13,851.7841199999997
cluster_1_2022-06-14,290.7573599999997
cluster_2_2022-06-14,445.56836999999985
cluster_3_2022-06-14,625.3696900000003
cluster_4_2022-06-14,862.9796499999998
cluster_1_2022-06-15,286.7439099999998
cluster_2_2022-06-15,452.1795199999996
cluster_3_2022-06-15,626.7860700000002
cluster_4_2022-06-15,878.6718500000004
cluster_1_2022-06-16,290.5291999999999
cluster_2_2022-06-16,453.9447899999997
cluster_3_2022-06-16,630.7321799999995
cluster_4_2022-06-16,880.5811700000006
cluster_1_2022-06-17,290.4497100000001
cluster_2_2022-06-17,466.53158000000025
cluster_3_2022-06-17,629.3540999999999
cluster_4_2022-06-17,880.6248100000008
cluster_1_2022-06-18,259.7862600000002
cluster_2_2022-06-18,412.30718000000013
cluster_3_2022-06-18,611.0015999999997
cluster_4_2022-06-18,767.4961299999995
cluster_1_2022-06-19,230.49988000000002
cluster_2_2022-06-19,369.3165899999999
